Label,Saturated,JD_SOBS,JD_UTC,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_C1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_err_C1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_SNR_C1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,tot_C_cnts,tot_C_err,X(IJ)_C1,Y(IJ)_C1,X(FITS)_C1,Y(FITS)_C1,Source-Sky_C1,Source_Error_C1,Source_SNR_C1,Peak_C1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12
AVG_uigesneden_B-band.fits,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,27,0,0.6225318470536382,0.4263101925097836,2.0973019813863023,3.5258178575045043,2.468183258073356,9.779643927391904,2.7664953624199993,4.7813933941157165,2.3570434354204246,1.2731261063879906,5.094142965534972,0,0.3030946383024959,0.2721292662111682,0.601208215906067,0.9481178687650502,0.690326193430385,2.538997643872487,0.7616867192330506,1.2638746991373178,0.6628538483717727,0.4198663087072527,1.3426534303737068,0,2.0539190351243892,1.5665723810057728,3.4884785768030584,3.718754781087482,3.575386942524087,3.8517735339352113,3.632064591077036,3.783122960986045,3.555902166382893,3.0322178274029223,3.7940862848852186,316.3796411610765,81.53813004698357,220.94799675466132,90.12678564975636,221.44799675466132,410.37321435024364,316.3796411610765,81.53813004698357,3.8801434491908697,53.883663177490234,149.6696175192944,61.48965767357176,150.1696175192944,439.01034232642826,196.9564023821722,81.35647642507892,2.4209062515576014,66.49537658691406,142.1467680147663,375.1272537946492,142.6467680147663,125.37274620535078,134.8758657295548,78.7670860160871,1.7123378882139708,53.92447280883789,299.3390716287245,277.6563726878176,299.8390716287245,222.84362731218238,663.543648277413,83.27911577263951,7.96770765540973,106.4357681274414,282.0513244468714,296.3145657197981,282.5513244468714,204.1854342802019,1115.4969885565906,85.61205302369515,13.029672215054235,123.93348693847656,343.4270647844024,320.0134478715925,343.9270647844024,180.48655212840748,780.882933509025,84.84590092918435,9.203543423515296,109.51954650878906,340.6203735990802,296.77476885520053,341.1203735990802,203.72523114479947,3094.0802364313513,96.96068068206509,31.910669507125956,353.50531005859375,250.91220302196615,222.70173062648362,251.41220302196615,277.7982693735164,875.2628100362217,84.78437265920239,10.323397845430915,124.14936828613281,271.4093478279947,230.1723022873992,271.9093478279947,270.3276977126008,1512.735526280272,88.8594165065457,17.02391919452722,181.02894592285156,199.7984551048938,186.16960201431837,200.2984551048938,314.33039798568166,745.720556299385,83.92352296019371,8.885715589574241,98.3382797241211,362.45724634842094,171.23045418695958,362.95724634842094,329.2695458130404,402.79118069183096,82.88269572987271,4.859774131919992,90.8478775024414,16.721768230222978,267.8474129605488,17.221768230222978,232.6525870394512,1611.6831234591764,88.96836036165355,18.11523913566279,203.0920867919922
AVG_uitgesneden_I-Band.fits,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,14,27,0,1.3431478319386807,0.630453012989924,0.3451401467359168,0.4727399182719335,0.6110961394180369,1.328572479447314,0.9316106382629961,0.6814387417093203,0.3348705046521129,0.5000811454401025,0.8172891907889973,0,0.0566348931634106,0.0364704216726438,0.0300114693525916,0.032758025711392,0.0364196578078153,0.0562484885079829,0.0447123963366277,0.0379704306838902,0.0297460151815449,0.0336978765329749,0.0414313783844419,0,23.715906518323422,17.286693821333653,11.500274867618637,14.43127013932137,16.779293826503277,23.619700985543115,20.835623106602227,17.946563403043925,11.257659306913629,14.84013821911748,19.726333582372458,2082.210944129042,68.63792982846338,220.77475237673988,91.11163074195635,221.27475237673988,409.38836925804367,2082.210944129042,68.63792982846338,30.336155961183614,172.86245727539062,147.57806943502328,58.894808206352884,148.07806943502328,441.6051917936471,2796.7171152459164,73.53457280359848,38.03268324840335,235.5812225341797,142.4230899844408,376.30402046792165,142.9230899844408,124.19597953207835,1312.7361634067488,62.40350123747557,21.036258180629183,149.24887084960938,299.3219171843529,277.10088907049175,299.8219171843529,223.39911092950825,718.6545907918294,57.82580917374578,12.427921045298831,88.3741455078125,282.39769031560166,295.9262978114383,282.89769031560166,204.5737021885617,984.344231552489,59.99682058407004,16.406606582980256,94.39673614501953,343.05375077151604,319.57611018143115,343.55375077151604,180.92388981856885,1272.4310694112432,63.17733436767606,20.1406260986894,142.3325653076172,340.6535608214899,296.7723736849204,341.1535608214899,203.7276263150796,2766.368156773854,73.49611522839675,37.63965140439165,271.8363037109375,250.93918075810865,222.5525763879005,251.43918075810865,277.9474236120995,1939.8098666582528,67.66769183544672,28.666706578014416,189.4709014892578,271.5293729690966,230.29202913957778,272.0293729690966,270.2079708604222,1418.8992057406704,63.743230983892055,22.259605982307782,143.31761169433594,200.01652914038667,186.0666161099746,200.51652914038667,314.4333838900254,697.2710296526448,57.51477512189356,12.123337493276955,76.02711486816406,362.194851137094,171.09414155970015,362.694851137094,329.4058584402999,1041.2744339879687,61.19727228496838,17.01504650630862,103.09906005859375,16.843950173552365,267.8911838352254,17.343950173552365,232.60881616477462,1701.768497579219,65.53960755614426,25.965497216647282,145.65965270996094
